"treefilename","psi","bias","birth","death","ntaxa"
"tree0.tre",0.0274947038851678,"FP",4.35738432409707,1,73
"tree1.tre",0.503335687331855,"FP",2.8822520788759,1,108
"tree2.tre",-0.594819906633347,"FP",4.21515121539123,1,144
"tree3.tre",0.291358883492649,"FP",3.37757811001502,1,161
"tree4.tre",0.788237627130002,"FP",2.68202844611369,1,70
"tree5.tre",0.586126073729247,"FP",3.11874746882822,1,179
"tree6.tre",0.271326622925699,"FP",1.79430740955286,1,91
"tree7.tre",0.842453615739942,"FP",1.59109955215827,1,118
"tree8.tre",-0.603391150478274,"FP",1.33669153284282,1,119
"tree9.tre",-0.800730673130602,"FP",3.7451073396951,1,152
"tree10.tre",0.77848473796621,"FP",1.31754654222168,1,68
"tree11.tre",0.864254402462393,"FP",1.16753019192256,1,194
"tree12.tre",-0.994911999441683,"FP",2.77644753942732,1,165
"tree13.tre",0.585156843066216,"FP",2.44166960774455,1,72
"tree14.tre",-0.964028016198426,"FP",4.27343540941365,1,127
"tree15.tre",0.0204380163922906,"FP",2.58471029864158,1,59
"tree16.tre",0.331426929682493,"FP",3.79953445156571,1,117
"tree17.tre",-0.469458711333573,"FP",2.34179772082716,1,196
"tree18.tre",0.512933588121086,"FP",4.69813240852673,1,134
"tree19.tre",-0.779918138869107,"FP",2.35022871603724,1,136
"tree20.tre",-0.827814518939704,"FP",3.83411740963347,1,141
"tree21.tre",-0.0630950508639216,"FP",4.76414323241916,1,154
"tree22.tre",-0.978857948910445,"FP",2.17075873308349,1,115
"tree23.tre",-0.677006296347827,"FP",4.63457358914893,1,80
"tree24.tre",-0.327882796060294,"FP",2.95896046084817,1,165
"tree25.tre",0.324416274670511,"FP",4.69647189483512,1,180
"tree26.tre",0.88587385090068,"FP",3.34026903572958,1,127
"tree27.tre",-0.359982083085924,"FP",2.08420402377378,1,63
"tree28.tre",0.974834153894335,"FP",4.97529240020085,1,137
"tree29.tre",-0.00919294310733676,"FP",4.39607185320929,1,95
"tree30.tre",-0.41495198244229,"FP",4.25957748882938,1,71
"tree31.tre",0.253713391255587,"FP",4.83182186700869,1,130
"tree32.tre",0.923503218684345,"FP",2.30481206388213,1,162
"tree33.tre",-0.12918977253139,"FP",2.9505014063092,1,134
"tree34.tre",0.655409407336265,"FP",4.41507289868314,1,134
"tree35.tre",-0.329963398631662,"FP",4.01626527465414,1,103
"tree36.tre",0.858791591133922,"FP",1.46344105873723,1,198
"tree37.tre",0.700996655970812,"FP",1.95886001863983,1,88
"tree38.tre",-0.950681405607611,"FP",4.18863121594768,1,147
"tree39.tre",0.256858213339001,"FP",4.96894438860472,1,167
"tree40.tre",-0.0538945086300373,"FP",4.50563988226932,1,54
"tree41.tre",-0.478192656766623,"FP",2.74474050956778,1,100
"tree42.tre",-0.904346041381359,"FP",2.35032987799495,1,170
"tree43.tre",-0.895298086106777,"FP",2.86597042649519,1,151
"tree44.tre",-0.790868463460356,"FP",3.53419873700477,1,135
"tree45.tre",-0.991972571238875,"FP",2.87307513556443,1,182
"tree46.tre",0.688002296723425,"FP",2.91328687982168,1,197
"tree47.tre",-0.829410959035158,"FP",2.59457329849247,1,54
"tree48.tre",0.237798584625125,"FP",1.57975287113804,1,69
"tree49.tre",-0.857646839227527,"FP",4.00703013418242,1,60
"tree50.tre",0.556395168416202,"FP",1.10223714238964,1,148
"tree51.tre",-0.12882144190371,"FP",3.51419779655989,1,168
"tree52.tre",-0.621861967258155,"FP",1.12822607583366,1,124
"tree53.tre",-0.0797925386577845,"FP",3.97357633686624,1,63
"tree54.tre",-0.923761480487883,"FP",1.90550671797246,1,199
"tree55.tre",-0.474660007283092,"FP",4.85487304928247,1,93
"tree56.tre",-0.151485387701541,"FP",1.17254502535798,1,99
"tree57.tre",0.473883104044944,"FP",4.97212412958033,1,114
"tree58.tre",0.183418263215572,"FP",2.66005004169419,1,117
"tree59.tre",-0.148495101835579,"FP",4.76579234295059,1,83
"tree60.tre",0.308088968507946,"FP",4.11172069439199,1,90
"tree61.tre",-0.506275996100157,"FP",4.62616909688804,1,71
"tree62.tre",-0.836383980233222,"FP",2.65752049151342,1,72
"tree63.tre",0.0182407796382904,"FP",1.78743449300528,1,148
"tree64.tre",0.568837174680084,"FP",3.04878699360415,1,176
"tree65.tre",0.797946463339031,"FP",3.9085848499788,1,64
"tree66.tre",-0.990892904810607,"FP",3.70840267194435,1,109
"tree67.tre",0.902930879965425,"FP",4.81352752053644,1,150
"tree68.tre",0.161993073299527,"FP",4.94112313403748,1,192
"tree69.tre",0.369231442920864,"FP",2.08730619093403,1,122
"tree70.tre",0.525950220879167,"FP",1.18467333770823,1,96
"tree71.tre",0.160331217106432,"FP",4.26313252798282,1,117
"tree72.tre",-0.470339502673596,"FP",4.73008500768337,1,100
"tree73.tre",0.191654518246651,"FP",2.82419175473042,1,197
"tree74.tre",0.396885889582336,"FP",2.07215488883667,1,103
"tree75.tre",0.12962618470192,"FP",2.07242725256365,1,141
"tree76.tre",0.583945267833769,"FP",3.64226970674936,1,186
"tree77.tre",-0.449125067330897,"FP",4.05177501235157,1,92
"tree78.tre",-0.30613938299939,"FP",3.25283641202841,1,71
"tree79.tre",-0.0273022381588817,"FP",1.11467918874696,1,181
"tree80.tre",-0.860650548711419,"FP",1.23120646621101,1,121
"tree81.tre",-0.441271865740418,"FP",3.54287668536417,1,115
"tree82.tre",0.696126852184534,"FP",3.22128397317138,1,164
"tree83.tre",0.53431820590049,"FP",2.76713321609423,1,76
"tree84.tre",0.390411384869367,"FP",2.29524603472091,1,114
"tree85.tre",-0.512623398564756,"FP",3.62156948870979,1,84
"tree86.tre",0.306350611150265,"FP",3.11311485162005,1,104
"tree87.tre",0.511657072696835,"FP",2.27763933204114,1,62
"tree88.tre",0.974534801207483,"FP",1.28697728405241,1,70
"tree89.tre",0.481080292724073,"FP",4.17052961175796,1,106
"tree90.tre",-0.712525855284184,"FP",1.3725775829982,1,104
"tree91.tre",0.951243004761636,"FP",1.544443180901,1,198
"tree92.tre",0.79132340522483,"FP",4.04367914001923,1,115
"tree93.tre",-0.500493020750582,"FP",1.37992965111043,1,139
"tree94.tre",-0.171652145218104,"FP",1.20279883332551,1,71
"tree95.tre",-0.854694904759526,"FP",1.3277268673759,1,122
"tree96.tre",-0.848762448877096,"FP",1.99126535085961,1,188
"tree97.tre",-0.699260368011892,"FP",1.42311411786359,1,115
"tree98.tre",-0.991667544934899,"FP",3.02361971514765,1,61
"tree99.tre",0.807752731721848,"FP",1.97932961462066,1,190
